F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F20,Label
30.0,512.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982500.0,6.0,12.0,6.0,2850.0,382.0,1.0,128.0,774.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,6.0,4982210.0,1066.0,0.0,21.0,2908.0,374.0,2.0,-12.0,789.0,1.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982445.0,1252.0,1267.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982950.0,245.0,258.0,13.0,3400.0,380.0,2.0,128.0,781.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982960.0,293.0,315.0,22.0,29.0,383.0,2.0,-12.0,790.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,6.0,4982267.0,531.0,0.0,18.0,3397.0,391.0,2.0,128.0,786.0,1.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982930.0,145.0,167.0,22.0,29.0,383.0,2.0,-12.0,790.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982510.0,945.0,964.0,19.0,3404.0,389.0,2.0,128.0,787.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,7.0,4982491.0,419.0,440.0,21.0,3401.0,387.0,2.0,-12.0,789.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983019.0,3137.0,3158.0,21.0,3396.0,387.0,2.0,-12.0,789.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982936.0,332.0,347.0,15.0,3401.0,373.0,2.0,128.0,783.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,5.0,4982141.0,168.0,180.0,12.0,2856.0,363.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982477.0,439.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,1.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982137.0,706.0,721.0,15.0,1254.0,383.0,2.0,128.0,783.0,3.0
11.0,65535.0,256.0,2048.0,11.0,240.0,0.0,240.0,240.0,6.0,4982121.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982531.0,76.0,0.0,18.0,3400.0,391.0,2.0,128.0,786.0,1.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4982492.0,71.0,88.0,17.0,1105.0,372.0,2.0,128.0,785.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982984.0,118.0,132.0,14.0,29.0,390.0,2.0,128.0,782.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982506.0,305.0,324.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982492.0,154.0,168.0,14.0,3401.0,390.0,2.0,128.0,782.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982447.0,13.0,26.0,13.0,3397.0,371.0,2.0,128.0,781.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982513.0,13.0,0.0,13.0,3404.0,366.0,2.0,128.0,781.0,1.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,7.0,4982995.0,2702.0,2719.0,17.0,2850.0,367.0,2.0,128.0,785.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4983031.0,3980.0,3993.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982981.0,546.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,1.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,5.0,4982275.0,2726.0,2739.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,7.0,4982903.0,17.0,34.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,7.0,4982441.0,1071.0,1084.0,13.0,3400.0,380.0,2.0,128.0,781.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982299.0,477.0,494.0,17.0,2852.0,372.0,2.0,128.0,785.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982986.0,19.0,38.0,19.0,3401.0,389.0,2.0,128.0,787.0,3.0
28.0,,256.0,2048.0,28.0,240.0,0.0,240.0,240.0,8.0,4982548.0,36.0,46.0,10.0,2850.0,384.0,1.0,128.0,778.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982945.0,204.0,218.0,14.0,3404.0,390.0,2.0,128.0,782.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,7.0,4982436.0,186.0,200.0,14.0,29.0,376.0,2.0,128.0,782.0,3.0
17.0,65535.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,8.0,4982512.0,0.0,0.0,0.0,2850.0,256.0,1.0,256.0,768.0,1.0
30.0,65535.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,6.0,4982110.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982456.0,1953.0,1968.0,15.0,2850.0,373.0,2.0,128.0,783.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,5.0,4982286.0,5120.0,0.0,18.0,3400.0,391.0,2.0,128.0,786.0,1.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982455.0,1760.0,1780.0,20.0,3400.0,372.0,2.0,128.0,788.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4982516.0,328.0,340.0,12.0,2850.0,368.0,2.0,128.0,780.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982970.0,526.0,546.0,20.0,3400.0,372.0,2.0,128.0,788.0,3.0
6.0,65535.0,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982483.0,0.0,0.0,0.0,2856.0,256.0,1.0,256.0,768.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982488.0,108.0,122.0,14.0,3401.0,390.0,2.0,128.0,782.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4982984.0,86.0,98.0,12.0,3397.0,368.0,2.0,128.0,780.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,7.0,4983026.0,2965.0,2980.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982236.0,3992.0,0.0,21.0,2911.0,374.0,2.0,-12.0,789.0,1.0
23.0,768.0,256.0,2048.0,23.0,240.0,0.0,240.0,240.0,8.0,4982909.0,642.0,654.0,12.0,2852.0,381.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982376.0,879.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
4.0,512.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,7.0,4982931.0,128.0,129.0,1.0,3397.0,351.0,1.0,128.0,769.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,7.0,4983034.0,10358.0,0.0,18.0,304.0,391.0,2.0,128.0,786.0,1.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982996.0,3666.0,3688.0,22.0,29.0,383.0,2.0,-12.0,790.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982293.0,6974.0,6989.0,15.0,3404.0,383.0,2.0,128.0,783.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,7.0,4983001.0,1327.0,1348.0,21.0,3400.0,387.0,2.0,-12.0,789.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982384.0,908.0,925.0,17.0,3397.0,372.0,2.0,128.0,785.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4982521.0,2125.0,2142.0,17.0,3400.0,372.0,2.0,128.0,785.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982477.0,55.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,1.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982526.0,345.0,362.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
5.0,65535.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,7.0,4982903.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982975.0,2760.0,2773.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
5.0,,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4982541.0,10.0,20.0,10.0,2911.0,361.0,1.0,128.0,778.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982301.0,585.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
25.0,768.0,256.0,2048.0,25.0,240.0,0.0,240.0,240.0,8.0,4982911.0,13.0,26.0,13.0,3397.0,384.0,2.0,128.0,781.0,3.0
11.0,65535.0,256.0,2048.0,11.0,240.0,0.0,240.0,240.0,6.0,4982120.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
26.0,512.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,8.0,4982948.0,23.0,24.0,1.0,2852.0,373.0,1.0,128.0,769.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4982498.0,12.0,24.0,12.0,3400.0,368.0,2.0,128.0,780.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982502.0,404.0,0.0,18.0,3396.0,391.0,2.0,128.0,786.0,1.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982925.0,115.0,134.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982526.0,287.0,304.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
12.0,65535.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982438.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982137.0,800.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,1.0
28.0,,256.0,2048.0,28.0,240.0,0.0,240.0,240.0,8.0,4983012.0,3252.0,3262.0,10.0,3397.0,384.0,1.0,128.0,778.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,5.0,4982312.0,3471.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,1.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,7.0,4982546.0,630.0,647.0,17.0,29.0,372.0,2.0,128.0,785.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,7.0,4983000.0,261.0,283.0,22.0,3397.0,383.0,2.0,-12.0,790.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,5.0,4982313.0,3538.0,3550.0,12.0,3401.0,368.0,2.0,128.0,780.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,7.0,4983013.0,22.0,44.0,22.0,3400.0,383.0,2.0,-12.0,790.0,3.0
17.0,257.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,5.0,4982256.0,270.0,0.0,19.0,2853.0,382.0,2.0,128.0,787.0,1.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982449.0,14.0,28.0,14.0,3400.0,390.0,2.0,128.0,782.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4982439.0,136.0,149.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,5.0,4982334.0,2528.0,0.0,18.0,3401.0,391.0,2.0,128.0,786.0,1.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,7.0,4983003.0,218.0,232.0,14.0,29.0,376.0,2.0,128.0,782.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4983019.0,2995.0,3010.0,15.0,2850.0,373.0,2.0,128.0,783.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982246.0,6481.0,6496.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982286.0,5226.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982346.0,442.0,457.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982908.0,152.0,172.0,20.0,3400.0,372.0,2.0,128.0,788.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4982907.0,104.0,116.0,12.0,3396.0,363.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982982.0,85.0,0.0,15.0,3397.0,368.0,2.0,128.0,783.0,1.0
14.0,768.0,256.0,2048.0,14.0,240.0,0.0,240.0,240.0,8.0,4982526.0,293.0,312.0,19.0,29.0,379.0,2.0,128.0,787.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4982503.0,42.0,54.0,12.0,29.0,363.0,2.0,128.0,780.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982964.0,759.0,776.0,17.0,29.0,392.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,7.0,4983023.0,1587.0,1602.0,15.0,3397.0,383.0,2.0,128.0,783.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982395.0,51.0,58.0,7.0,834.0,355.0,1.0,128.0,775.0,2.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982961.0,20.0,40.0,20.0,3397.0,372.0,2.0,128.0,788.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982950.0,45.0,62.0,17.0,29.0,392.0,2.0,128.0,785.0,3.0
29.0,65535.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982938.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
12.0,512.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4983022.0,65.0,74.0,9.0,2850.0,367.0,1.0,128.0,777.0,3.0
13.0,768.0,256.0,2048.0,13.0,240.0,0.0,240.0,240.0,8.0,4982458.0,12.0,24.0,12.0,2850.0,371.0,2.0,128.0,780.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982944.0,271.0,285.0,14.0,3396.0,390.0,2.0,128.0,782.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982917.0,12.0,24.0,12.0,3404.0,382.0,2.0,128.0,780.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4982522.0,107.0,124.0,17.0,29.0,372.0,2.0,128.0,785.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982495.0,445.0,0.0,9.0,29.0,362.0,1.0,128.0,777.0,1.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982952.0,22.0,44.0,22.0,3400.0,383.0,2.0,-12.0,790.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,7.0,4982925.0,80.0,94.0,14.0,3400.0,376.0,2.0,128.0,782.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982454.0,415.0,429.0,14.0,29.0,390.0,2.0,128.0,782.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,7.0,4982437.0,291.0,303.0,12.0,29.0,363.0,2.0,128.0,780.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,7.0,4983015.0,133.0,152.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
29.0,65535.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982549.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982251.0,797.0,804.0,7.0,30.0,355.0,1.0,128.0,775.0,2.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4983025.0,979.0,994.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,7.0,4982981.0,906.0,919.0,13.0,2911.0,380.0,2.0,128.0,781.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982290.0,6120.0,6135.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
17.0,257.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,8.0,4983009.0,1640.0,0.0,19.0,304.0,382.0,2.0,128.0,787.0,1.0
12.0,512.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982921.0,120.0,129.0,9.0,3404.0,367.0,1.0,128.0,777.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982914.0,179.0,196.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4983018.0,1809.0,1828.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
21.0,512.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982998.0,3191.0,3194.0,3.0,3400.0,370.0,1.0,128.0,771.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982527.0,355.0,370.0,15.0,3401.0,373.0,2.0,128.0,783.0,3.0
12.0,65535.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982926.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
30.0,65535.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982940.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982247.0,6752.0,6759.0,7.0,30.0,355.0,1.0,128.0,775.0,2.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,7.0,4982442.0,1904.0,1923.0,19.0,3397.0,389.0,2.0,128.0,787.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,6.0,4982332.0,2066.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,1.0
26.0,512.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4982500.0,7.0,8.0,1.0,3397.0,373.0,1.0,128.0,769.0,3.0
7.0,257.01,256.0,2048.01,7.0,240.01,0.0,240.01,240.0,5.01,4982398.0,380.01,0.0,21.01,29.0,374.01,2.0,-11.99,789.0,4.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982266.0,402.0,419.0,17.0,3405.0,372.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982527.0,79.0,94.0,15.0,3400.0,383.0,2.0,128.0,783.0,3.0
9.0,512.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,7.0,4982548.0,288.0,294.0,6.0,3401.0,361.0,1.0,128.0,774.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982938.0,13.0,26.0,13.0,3400.0,389.0,2.0,128.0,781.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,7.0,4983006.0,728.0,740.0,12.0,3400.0,368.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982335.0,2785.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
18.0,512.0,256.0,2048.0,18.0,240.0,0.0,240.0,240.0,8.0,4982952.0,82.0,90.0,8.0,2856.0,372.0,1.0,128.0,776.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,5.0,4982341.0,4089.0,4103.0,14.0,29.0,390.0,2.0,128.0,782.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4982437.0,115.0,128.0,13.0,2850.0,385.0,2.0,128.0,781.0,3.0
24.0,65535.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982950.0,0.0,0.0,0.0,3088.0,256.0,1.0,256.0,768.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982528.0,237.0,256.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4983015.0,811.0,830.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982533.0,29.0,46.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982512.0,612.0,627.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,5.0,4982136.0,553.0,573.0,20.0,2850.0,372.0,2.0,128.0,788.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982443.0,316.0,331.0,15.0,29.0,373.0,2.0,128.0,783.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982507.0,244.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,1.0
23.0,768.0,256.0,2048.0,23.0,240.0,0.0,240.0,240.0,6.0,4982468.0,388.0,400.0,12.0,3401.0,381.0,2.0,128.0,780.0,3.0
12.0,65535.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982919.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982912.0,60.0,80.0,20.0,3400.0,372.0,2.0,128.0,788.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982536.0,518.0,0.0,4.0,29.0,357.0,1.0,128.0,772.0,1.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982910.0,402.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
29.0,512.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982963.0,801.0,806.0,5.0,3397.0,380.0,1.0,128.0,773.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982396.0,183.0,190.0,7.0,834.0,355.0,1.0,128.0,775.0,2.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982549.0,65.0,82.0,17.0,3400.0,392.0,2.0,128.0,785.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982484.0,120.0,137.0,17.0,29.0,367.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982392.0,389.0,404.0,15.0,3400.0,383.0,2.0,128.0,783.0,3.0
23.0,768.0,256.0,2048.0,23.0,240.0,0.0,240.0,240.0,5.0,4982183.0,64.0,76.0,12.0,2908.0,381.0,2.0,128.0,780.0,3.0
26.0,65535.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,6.0,4982113.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982551.0,579.0,598.0,19.0,3397.0,389.0,2.0,128.0,787.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982509.0,182.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,1.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4983016.0,1728.0,1750.0,22.0,3400.0,383.0,2.0,-12.0,790.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982521.0,1676.0,0.0,21.0,3400.0,374.0,2.0,-12.0,789.0,1.0
11.0,65535.0,256.0,2048.0,11.0,240.0,0.0,240.0,240.0,6.0,4982121.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
23.0,768.0,256.0,2048.0,23.0,240.0,0.0,240.0,240.0,8.0,4983022.0,4368.0,4380.0,12.0,29.0,381.0,2.0,128.0,780.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,8.0,4982962.0,37.0,50.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,7.0,4982911.0,191.0,203.0,12.0,3400.0,363.0,2.0,128.0,780.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982502.0,546.0,559.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982504.0,482.0,504.0,22.0,3397.0,383.0,2.0,-12.0,790.0,3.0
22.0,65535.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982994.0,0.0,0.0,0.0,3401.0,256.0,1.0,256.0,768.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,7.0,4983017.0,121.0,138.0,17.0,3397.0,372.0,2.0,128.0,785.0,3.0
