Dataset,Phase,Fold,SVM_Accuracy,SVM_Accuracy_Std,SVM_F1,SVM_F1_Std,SVM_Params,kNN_Accuracy,kNN_Accuracy_Std,kNN_F1,kNN_F1_Std,kNN_Params,Decision Tree_Accuracy,Decision Tree_Accuracy_Std,Decision Tree_F1,Decision Tree_F1_Std,Decision Tree_Params,Random Forest_Accuracy,Random Forest_Accuracy_Std,Random Forest_F1,Random Forest_F1_Std,Random Forest_Params,MLP_Accuracy,MLP_Accuracy_Std,MLP_F1,MLP_F1_Std,MLP_Params
Dataset4,Phase2_ReliefF,Fold 3,0.851929,0.00307,0.230011,0.024851,{'classifier__estimator__C': 1},0.873827,0.005669,0.533144,0.007615,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.865485,0.004285,0.529986,0.005141,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.869656,0.010299,0.520452,0.039268,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.854015,0.001301,0.244485,0.030797,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset4,Phase2_ReliefF,Fold 4,0.853862,0.002708,0.230423,0.023341,{'classifier__estimator__C': 1},0.868476,0.004923,0.53962,0.009958,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.862213,0.004089,0.496775,0.014458,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5}",0.868476,0.009036,0.492831,0.034873,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.856994,0.001829,0.263925,0.02813,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset4,Phase2_ReliefF,Fold 5,0.853862,0.002449,0.237517,0.021155,{'classifier__estimator__C': 1},0.865344,0.004652,0.537931,0.009976,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.859081,0.004398,0.49712,0.015983,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5}",0.865344,0.008086,0.514455,0.031365,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.856994,0.001916,0.298936,0.026345,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset4,Phase2_ReliefF,Fold 6,0.853862,0.002251,0.237573,0.019477,{'classifier__estimator__C': 1},0.868476,0.004247,0.514314,0.010614,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.864301,0.004017,0.488984,0.017707,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5}",0.860125,0.007683,0.471969,0.031602,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.852818,0.001928,0.230141,0.031162,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset4,Phase2_ReliefF,Fold 7,0.850731,0.002459,0.229966,0.01862,{'classifier__estimator__C': 10},0.854906,0.006137,0.482832,0.018169,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.853862,0.005145,0.473598,0.021069,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 5}",0.859081,0.007398,0.467972,0.031571,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.850731,0.002248,0.340534,0.036974,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset4,Phase2_ReliefF,Fold 8,0.851775,0.002408,0.237008,0.017476,{'classifier__estimator__C': 1},0.870564,0.0059,0.53598,0.017773,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.874739,0.006274,0.542233,0.023062,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5}",0.875783,0.007932,0.541204,0.032948,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.852818,0.002144,0.230141,0.038887,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset4,Phase2_ReliefF,Fold 9,0.852818,0.002286,0.230141,0.016813,{'classifier__estimator__C': 1},0.863257,0.005683,0.491686,0.019311,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.862213,0.005944,0.482645,0.023444,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2}",0.85595,0.008061,0.471074,0.032601,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.851775,0.00213,0.243832,0.038131,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset4,Phase2_ReliefF,Fold 10,0.850731,0.002329,0.230096,0.016204,{'classifier__estimator__C': 1},0.867432,0.005398,0.553435,0.021056,"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.866388,0.005689,0.553891,0.026246,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2}",0.863257,0.007656,0.51742,0.031415,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.859081,0.00259,0.336348,0.040797,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 1,0.970803,0.0,0.904862,0.0,{'classifier__estimator__C': 10},0.98123,0.0,0.942946,0.0,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10}",0.997914,0.0,0.997897,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.970803,0.0,0.909358,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 2,0.973931,0.001564,0.934056,0.014597,{'classifier__estimator__C': 10},0.978102,0.001564,0.940778,0.001084,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.001043,1.0,0.001052,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.965589,0.002607,0.915831,0.003237,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 3,0.982273,0.004841,0.981404,0.03154,{'classifier__estimator__C': 10},0.987487,0.003902,0.982752,0.019296,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000983,1.0,0.000992,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.980188,0.00604,0.96612,0.02537,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 4,0.978079,0.004321,0.967412,0.029763,{'classifier__estimator__C': 10},0.983299,0.003408,0.968212,0.017595,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000903,1.0,0.000911,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.979123,0.006031,0.973375,0.028783,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset5,Phase1_Baseline,Fold 5,0.98643,0.005608,0.981362,0.029972,{'classifier__estimator__C': 10},0.984342,0.003133,0.97087,0.016476,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000834,1.0,0.000841,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.971816,0.00546,0.94877,0.025923,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 6,0.97286,0.005506,0.970537,0.028061,{'classifier__estimator__C': 10},0.980167,0.003035,0.971848,0.015564,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000777,1.0,0.000784,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.964509,0.006006,0.95646,0.024214,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 7,0.982255,0.005374,0.956726,0.02598,{'classifier__estimator__C': 10},0.984342,0.002888,0.975964,0.015117,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.00076,0.998951,0.000766,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.971816,0.005561,0.938247,0.022542,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset5,Phase1_Baseline,Fold 8,0.985386,0.005576,0.960107,0.024329,{'classifier__estimator__C': 10},0.982255,0.002706,0.96654,0.014153,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000726,1.0,0.000732,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.982255,0.006214,0.952613,0.021276,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 9,0.988518,0.006048,0.988113,0.024928,{'classifier__estimator__C': 10},0.988518,0.003147,0.979771,0.014129,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000695,1.0,0.000701,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.977035,0.005977,0.96718,0.021226,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase1_Baseline,Fold 10,0.979123,0.005745,0.973475,0.023966,{'classifier__estimator__C': 10},0.983299,0.002986,0.969542,0.013432,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.000313,1.0,0.005265,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000668,1.0,0.000673,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.975992,0.005713,0.965854,0.020872,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 1,0.834202,0.0,0.695792,0.0,{'classifier__estimator__C': 10},0.989572,0.0,0.96465,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906152,0.0,0.789046,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 2,0.8561,0.010949,0.530652,0.08257,{'classifier__estimator__C': 10},0.973931,0.007821,0.768418,0.098116,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.954119,0.023983,0.687524,0.050761,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 3,0.855057,0.010086,0.554259,0.072923,{'classifier__estimator__C': 1},0.979145,0.006503,0.802955,0.085534,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.904067,0.023119,0.611544,0.072715,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 4,0.819415,0.01531,0.225186,0.17156,{'classifier__estimator__C': 1},0.994781,0.008242,0.968702,0.091326,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.897704,0.022507,0.596337,0.07635,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 5,0.831942,0.014185,0.439112,0.155463,{'classifier__estimator__C': 10},0.997912,0.009151,0.997921,0.095098,"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.963466,0.027806,0.704445,0.069579,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 6,0.846555,0.013225,0.537135,0.143046,{'classifier__estimator__C': 10},0.97286,0.009891,0.716578,0.110617,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.907098,0.026255,0.627257,0.066249,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 7,0.819415,0.014303,0.225316,0.16303,{'classifier__estimator__C': 1},0.998956,0.010428,0.998951,0.11193,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.916493,0.024387,0.645928,0.06188,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 8,0.852818,0.014303,0.545171,0.155189,{'classifier__estimator__C': 10},0.981211,0.009924,0.778849,0.110783,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.957203,0.025717,0.700828,0.059018,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 9,0.819415,0.014881,0.225186,0.165174,{'classifier__estimator__C': 1},0.998956,0.010198,0.998951,0.111515,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.911273,0.024672,0.637774,0.056577,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset5,Phase2_ReliefF,Fold 10,0.886221,0.020383,0.602742,0.163952,{'classifier__estimator__C': 10},0.975992,0.01027,0.729163,0.116084,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.000313,1.0,0.005265,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000418,0.98245,0.00702,"{'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.943633,0.024122,0.690374,0.05414,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 1,0.970803,0.0,0.904862,0.0,{'classifier__estimator__C': 10},0.98123,0.0,0.942946,0.0,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10}",0.997914,0.0,0.997897,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.970803,0.0,0.909358,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 2,0.973931,0.001564,0.934056,0.014597,{'classifier__estimator__C': 10},0.978102,0.001564,0.940778,0.001084,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.001043,1.0,0.001052,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.965589,0.002607,0.915831,0.003237,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 3,0.982273,0.004841,0.981404,0.03154,{'classifier__estimator__C': 10},0.987487,0.003902,0.982752,0.019296,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000983,1.0,0.000992,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.980188,0.00604,0.96612,0.02537,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 4,0.978079,0.004321,0.967412,0.029763,{'classifier__estimator__C': 10},0.983299,0.003408,0.968212,0.017595,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000903,1.0,0.000911,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.979123,0.006031,0.973375,0.028783,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset6,Phase1_Baseline,Fold 5,0.98643,0.005608,0.981362,0.029972,{'classifier__estimator__C': 10},0.984342,0.003133,0.97087,0.016476,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000834,1.0,0.000841,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.971816,0.00546,0.94877,0.025923,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 6,0.97286,0.005506,0.970537,0.028061,{'classifier__estimator__C': 10},0.980167,0.003035,0.971848,0.015564,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000777,1.0,0.000784,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.964509,0.006006,0.95646,0.024214,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 7,0.982255,0.005374,0.956726,0.02598,{'classifier__estimator__C': 10},0.984342,0.002888,0.975964,0.015117,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.00076,0.998951,0.000766,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.971816,0.005561,0.938247,0.022542,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset6,Phase1_Baseline,Fold 8,0.985386,0.005576,0.960107,0.024329,{'classifier__estimator__C': 10},0.982255,0.002706,0.96654,0.014153,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000726,1.0,0.000732,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.982255,0.006214,0.952613,0.021276,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 9,0.988518,0.006048,0.988113,0.024928,{'classifier__estimator__C': 10},0.988518,0.003147,0.979771,0.014129,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000695,1.0,0.000701,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.977035,0.005977,0.96718,0.021226,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase1_Baseline,Fold 10,0.979123,0.005745,0.973475,0.023966,{'classifier__estimator__C': 10},0.983299,0.002986,0.969542,0.013432,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.000313,1.0,0.005265,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000668,1.0,0.000673,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.975992,0.005713,0.965854,0.020872,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 1,0.834202,0.0,0.695792,0.0,{'classifier__estimator__C': 10},0.989572,0.0,0.96465,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.906152,0.0,0.789046,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 2,0.8561,0.010949,0.530652,0.08257,{'classifier__estimator__C': 10},0.973931,0.007821,0.768418,0.098116,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.954119,0.023983,0.687524,0.050761,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 3,0.855057,0.010086,0.554259,0.072923,{'classifier__estimator__C': 1},0.979145,0.006503,0.802955,0.085534,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.904067,0.023119,0.611544,0.072715,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 4,0.819415,0.01531,0.225186,0.17156,{'classifier__estimator__C': 1},0.994781,0.008242,0.968702,0.091326,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.897704,0.022507,0.596337,0.07635,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 5,0.831942,0.014185,0.439112,0.155463,{'classifier__estimator__C': 10},0.997912,0.009151,0.997921,0.095098,"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.963466,0.027806,0.704445,0.069579,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 6,0.846555,0.013225,0.537135,0.143046,{'classifier__estimator__C': 10},0.97286,0.009891,0.716578,0.110617,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.907098,0.026255,0.627257,0.066249,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 7,0.819415,0.014303,0.225316,0.16303,{'classifier__estimator__C': 1},0.998956,0.010428,0.998951,0.11193,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.916493,0.024387,0.645928,0.06188,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 8,0.852818,0.014303,0.545171,0.155189,{'classifier__estimator__C': 10},0.981211,0.009924,0.778849,0.110783,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000345,0.98245,0.005804,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.957203,0.025717,0.700828,0.059018,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 9,0.819415,0.014881,0.225186,0.165174,{'classifier__estimator__C': 1},0.998956,0.010198,0.998951,0.111515,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000328,1.0,0.005515,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.911273,0.024672,0.637774,0.056577,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset6,Phase2_ReliefF,Fold 10,0.886221,0.020383,0.602742,0.163952,{'classifier__estimator__C': 10},0.975992,0.01027,0.729163,0.116084,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.000313,1.0,0.005265,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998956,0.000418,0.98245,0.00702,"{'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.943633,0.024122,0.690374,0.05414,"{'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 1,0.984359,0.0,0.735137,0.0,{'classifier__estimator__C': 10},0.979145,0.0,0.718237,0.0,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",0.998957,0.0,0.998988,0.0,"{'classifier__max_depth': None, 'classifier__n_estimators': 200}",0.96976,0.0,0.704002,0.0,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (128,)}"
Dataset7,Phase1_Baseline,Fold 2,0.971846,0.006257,0.71314,0.010999,{'classifier__estimator__C': 10},0.985401,0.003128,0.727977,0.00487,"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000521,1.0,0.000506,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.968717,0.000521,0.705753,0.000876,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
Dataset7,Phase1_Baseline,Fold 3,0.982273,0.005474,0.728875,0.009254,{'classifier__estimator__C': 10},0.987487,0.003545,0.725966,0.004199,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",1.0,0.0,1.0,0.0,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2}",1.0,0.000492,1.0,0.000477,"{'classifier__max_depth': None, 'classifier__n_estimators': 50}",0.974974,0.002737,0.716698,0.005618,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64,)}"
