F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F20,Label
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,7.0,4982487.0,11.0,0.0,1.0,3400.0,374.0,1.0,128.0,769.0,4.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,7.0,4983024.0,317.0,332.0,15.0,3397.0,383.0,2.0,128.0,783.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,7.0,4982514.0,99.0,116.0,17.0,3400.0,392.0,2.0,128.0,785.0,3.0
10.0,512.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,6.0,4982111.0,4.0,8.0,4.0,3400.0,360.0,1.0,128.0,772.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982525.0,1751.0,1768.0,17.0,3400.0,387.0,2.0,128.0,785.0,3.0
8.0,768.0,256.0,2048.0,8.0,240.0,0.0,240.0,240.0,8.0,4983029.0,1028.0,1041.0,13.0,29.0,367.0,2.0,128.0,781.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,7.0,4983020.0,1315.0,1336.0,21.0,3404.0,387.0,2.0,-12.0,789.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982450.0,162.0,177.0,15.0,29.0,373.0,2.0,128.0,783.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4983004.0,1039.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,2.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4983008.0,1197.0,1219.0,22.0,29.0,383.0,2.0,-12.0,790.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,7.0,4983018.0,1543.0,1562.0,19.0,30.0,389.0,2.0,128.0,787.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4982440.0,297.0,310.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982922.0,21.0,40.0,19.0,3400.0,389.0,2.0,128.0,787.0,3.0
16.0,65535.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,7.0,4983024.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4983005.0,422.0,434.0,12.0,29.0,368.0,2.0,128.0,780.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982447.0,109.0,124.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982384.0,908.0,925.0,17.0,3397.0,372.0,2.0,128.0,785.0,3.0
4.0,512.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,7.0,4982922.0,133.0,134.0,1.0,3397.0,351.0,1.0,128.0,769.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982999.0,2062.0,2084.0,22.0,3397.0,383.0,2.0,-12.0,790.0,3.0
14.0,768.0,256.0,2048.0,14.0,240.0,0.0,240.0,240.0,6.0,4982304.0,1297.0,1316.0,19.0,2850.0,379.0,2.0,128.0,787.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982251.0,955.0,0.0,21.0,1455.0,374.0,2.0,-12.0,789.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,6.0,4982158.0,2784.0,2798.0,14.0,2852.0,376.0,2.0,128.0,782.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982458.0,13.0,26.0,13.0,3400.0,380.0,2.0,128.0,781.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,7.0,4982437.0,66.0,80.0,14.0,3397.0,376.0,2.0,128.0,782.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,7.0,4982531.0,174.0,186.0,12.0,3400.0,363.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982535.0,388.0,0.0,21.0,3091.0,374.0,2.0,-12.0,789.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,7.0,4983033.0,8088.0,8103.0,15.0,304.0,383.0,2.0,128.0,783.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983033.0,7584.0,7605.0,21.0,304.0,387.0,2.0,-12.0,789.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982417.0,1577.0,1584.0,7.0,1105.0,355.0,1.0,128.0,775.0,1.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4983034.0,9848.0,9861.0,13.0,304.0,380.0,2.0,128.0,781.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982452.0,879.0,893.0,14.0,29.0,390.0,2.0,128.0,782.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,8.0,4982993.0,21.0,34.0,13.0,3400.0,385.0,2.0,128.0,781.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4982506.0,12.0,24.0,12.0,3400.0,363.0,2.0,128.0,780.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982501.0,39.0,54.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982214.0,425.0,432.0,7.0,30.0,355.0,1.0,128.0,775.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982521.0,2078.0,0.0,18.0,3397.0,391.0,2.0,128.0,786.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982949.0,59.0,74.0,15.0,3401.0,373.0,2.0,128.0,783.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982499.0,151.0,168.0,17.0,29.0,392.0,2.0,128.0,785.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,7.0,4983005.0,126.0,148.0,22.0,3401.0,383.0,2.0,-12.0,790.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,8.0,4983010.0,2360.0,2374.0,14.0,29.0,376.0,2.0,128.0,782.0,3.0
15.0,768.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982505.0,876.0,888.0,12.0,3404.0,373.0,2.0,128.0,780.0,3.0
25.0,65535.0,256.0,2048.0,25.0,240.0,0.0,240.0,240.0,8.0,4982543.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982981.0,608.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,8.0,4982944.0,243.0,257.0,14.0,29.0,376.0,2.0,128.0,782.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982476.0,103.0,117.0,14.0,3401.0,390.0,2.0,128.0,782.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4982441.0,1199.0,1213.0,14.0,29.0,390.0,2.0,128.0,782.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,8.0,4982525.0,1652.0,0.0,18.0,1454.0,391.0,2.0,128.0,786.0,3.0
12.0,512.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982443.0,544.0,546.0,2.0,3400.0,360.0,1.0,128.0,770.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,5.0,4982347.0,744.0,757.0,13.0,29.0,385.0,2.0,128.0,781.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982947.0,45.0,60.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
28.0,512.0,256.0,2048.0,28.0,240.0,0.0,240.0,240.0,8.0,4982975.0,2031.0,2034.0,3.0,3400.0,377.0,1.0,128.0,771.0,3.0
24.0,512.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982543.0,68.0,77.0,9.0,1105.0,379.0,1.0,128.0,777.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982455.0,1725.0,1740.0,15.0,29.0,373.0,2.0,128.0,783.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982226.0,1974.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,4.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,7.0,4982981.0,765.0,787.0,22.0,3401.0,383.0,2.0,-12.0,790.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4983006.0,301.0,318.0,17.0,29.0,372.0,2.0,128.0,785.0,3.0
30.0,512.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982928.0,295.0,301.0,6.0,3400.0,382.0,1.0,128.0,774.0,3.0
26.0,768.0,256.0,2048.0,26.0,240.0,0.0,240.0,240.0,7.0,4983008.0,641.0,654.0,13.0,3400.0,385.0,2.0,128.0,781.0,3.0
13.0,768.0,256.0,2048.0,13.0,240.0,0.0,240.0,240.0,8.0,4982949.0,322.0,334.0,12.0,29.0,371.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,6.0,4982246.0,6551.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,3.0
2.0,512.0,256.0,2048.0,2.0,240.0,0.0,240.0,240.0,5.0,4982322.0,31.0,38.0,7.0,29.0,355.0,1.0,128.0,775.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983025.0,1891.0,1912.0,21.0,3400.0,387.0,2.0,-12.0,789.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4982476.0,1296.0,1317.0,21.0,29.0,387.0,2.0,-12.0,789.0,3.0
10.0,512.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,3.0,4982102.0,4.0,8.0,4.0,3400.0,360.0,1.0,128.0,772.0,3.0
16.0,768.0,256.0,2048.0,16.0,240.0,0.0,240.0,240.0,8.0,4982506.0,352.0,366.0,14.0,3400.0,376.0,2.0,128.0,782.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983017.0,1481.0,1502.0,21.0,3400.0,387.0,2.0,-12.0,789.0,3.0
4.0,512.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,4.0,4982903.0,6.0,12.0,6.0,3400.0,356.0,1.0,128.0,774.0,3.0
8.0,768.0,256.0,2048.0,8.0,240.0,0.0,240.0,240.0,8.0,4983029.0,784.0,797.0,13.0,29.0,367.0,2.0,128.0,781.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982549.0,72.0,89.0,17.0,3400.0,392.0,2.0,128.0,785.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982959.0,645.0,0.0,21.0,3397.0,374.0,2.0,-12.0,789.0,4.0
25.0,512.0,256.0,2048.0,25.0,240.0,0.0,240.0,240.0,8.0,4982550.0,374.0,378.0,4.0,3401.0,375.0,1.0,128.0,772.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982548.0,236.0,256.0,20.0,1455.0,372.0,2.0,128.0,788.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,7.0,4982496.0,52.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,2.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,7.0,4983001.0,1007.0,1028.0,21.0,2853.0,387.0,2.0,-12.0,789.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,6.0,4982275.0,2751.0,2763.0,12.0,3088.0,363.0,2.0,128.0,780.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982912.0,119.0,132.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
29.0,65535.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982968.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
17.0,65535.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,7.0,4982937.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,7.0,4983000.0,2479.0,2501.0,22.0,3400.0,383.0,2.0,-12.0,790.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,7.0,4982913.0,690.0,703.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,8.0,4982942.0,291.0,308.0,17.0,3400.0,367.0,2.0,128.0,785.0,3.0
30.0,65535.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,6.0,4982103.0,0.0,0.0,0.0,3400.0,256.0,1.0,256.0,768.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,6.0,4982467.0,1249.0,1264.0,15.0,3400.0,373.0,2.0,128.0,783.0,3.0
8.0,768.0,256.0,2048.0,8.0,240.0,0.0,240.0,240.0,8.0,4982448.0,133.0,146.0,13.0,2853.0,367.0,2.0,128.0,781.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4983005.0,133.0,150.0,17.0,3397.0,372.0,2.0,128.0,785.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4983014.0,1793.0,1812.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982546.0,128.0,147.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982535.0,409.0,0.0,21.0,2852.0,374.0,2.0,-12.0,789.0,2.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4983024.0,108.0,120.0,12.0,29.0,363.0,2.0,128.0,780.0,4.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982380.0,23.0,40.0,17.0,3401.0,372.0,2.0,128.0,785.0,3.0
15.0,1024.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,8.0,4982491.0,479.0,501.0,22.0,29.0,383.0,2.0,-12.0,790.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4982498.0,94.0,106.0,12.0,29.0,368.0,2.0,128.0,780.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982541.0,118.0,135.0,17.0,29.0,392.0,2.0,128.0,785.0,3.0
14.0,768.0,256.0,2048.0,14.0,240.0,0.0,240.0,240.0,8.0,4983018.0,127.0,146.0,19.0,29.0,379.0,2.0,128.0,787.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982967.0,1401.0,1414.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
17.0,257.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,8.0,4982908.0,69.0,0.0,19.0,3401.0,382.0,2.0,128.0,787.0,3.0
8.0,65535.0,256.0,2048.0,8.0,240.0,0.0,240.0,240.0,8.0,4983000.0,0.0,0.0,0.0,2852.0,256.0,1.0,256.0,768.0,3.0
17.0,257.0,256.0,2048.0,17.0,240.0,0.0,240.0,240.0,5.0,4982220.0,523.0,0.0,19.0,29.0,382.0,2.0,128.0,787.0,2.0
24.0,768.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4983015.0,811.0,830.0,19.0,29.0,389.0,2.0,128.0,787.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,7.0,4983030.0,2148.0,2162.0,14.0,2853.0,390.0,2.0,128.0,782.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983020.0,1575.0,1596.0,21.0,29.0,387.0,2.0,-12.0,789.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982502.0,546.0,559.0,13.0,29.0,380.0,2.0,128.0,781.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,6.0,4982471.0,52.0,0.0,1.0,3404.0,374.0,1.0,128.0,769.0,4.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982166.0,464.0,479.0,15.0,1142.0,383.0,2.0,128.0,783.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,7.0,4983003.0,576.0,593.0,17.0,3400.0,392.0,2.0,128.0,785.0,3.0
12.0,768.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,7.0,4982457.0,17.0,32.0,15.0,3401.0,373.0,2.0,128.0,783.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982143.0,753.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,3.0
12.0,512.0,256.0,2048.0,12.0,240.0,0.0,240.0,240.0,8.0,4982915.0,127.0,129.0,2.0,3400.0,360.0,1.0,128.0,770.0,3.0
6.0,,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,8.0,4982550.0,180.0,200.0,20.0,29.0,372.0,2.0,128.0,788.0,3.0
18.0,65535.0,256.0,2048.0,18.0,240.0,0.0,240.0,240.0,7.0,4982451.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
6.0,512.0,256.0,2048.0,6.0,240.0,0.0,240.0,240.0,7.0,4982931.0,136.0,143.0,7.0,2850.0,359.0,1.0,128.0,775.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,8.0,4982549.0,548.0,560.0,12.0,3400.0,363.0,2.0,128.0,780.0,3.0
21.0,768.0,256.0,2048.0,21.0,240.0,0.0,240.0,240.0,8.0,4982967.0,1052.0,1065.0,13.0,3400.0,380.0,2.0,128.0,781.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,5.0,4982327.0,1069.0,1081.0,12.0,3397.0,368.0,2.0,128.0,780.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,7.0,4983003.0,477.0,494.0,17.0,29.0,392.0,2.0,128.0,785.0,3.0
30.0,768.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,8.0,4982932.0,14.0,28.0,14.0,3397.0,390.0,2.0,128.0,782.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,8.0,4982986.0,563.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,2.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,5.0,4982206.0,223.0,0.0,18.0,2850.0,391.0,2.0,128.0,786.0,2.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982152.0,1666.0,0.0,21.0,29.0,374.0,2.0,-12.0,789.0,2.0
3.0,,256.0,2048.0,3.0,240.0,0.0,240.0,240.0,8.0,4982488.0,10.0,20.0,10.0,2852.0,359.0,1.0,128.0,778.0,3.0
24.0,65535.0,256.0,2048.0,24.0,240.0,0.0,240.0,240.0,8.0,4982552.0,0.0,0.0,0.0,3401.0,256.0,1.0,256.0,768.0,3.0
5.0,768.0,256.0,2048.0,5.0,240.0,0.0,240.0,240.0,5.0,4982169.0,1140.0,1152.0,12.0,1108.0,363.0,2.0,128.0,780.0,2.0
30.0,65535.0,256.0,2048.0,30.0,240.0,0.0,240.0,240.0,5.0,4982139.0,0.0,0.0,0.0,2850.0,256.0,1.0,256.0,768.0,3.0
28.0,,256.0,2048.0,28.0,240.0,0.0,240.0,240.0,8.0,4982490.0,264.0,274.0,10.0,2853.0,384.0,1.0,128.0,778.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,8.0,4982952.0,792.0,809.0,17.0,3401.0,372.0,2.0,128.0,785.0,3.0
22.0,65535.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982509.0,0.0,0.0,0.0,3397.0,256.0,1.0,256.0,768.0,3.0
29.0,768.0,256.0,2048.0,29.0,240.0,0.0,240.0,240.0,8.0,4982545.0,17.0,34.0,17.0,3401.0,392.0,2.0,128.0,785.0,3.0
10.0,768.0,256.0,2048.0,10.0,240.0,0.0,240.0,240.0,8.0,4983019.0,3022.0,3034.0,12.0,29.0,368.0,2.0,128.0,780.0,3.0
7.0,257.0,256.0,2048.0,7.0,240.0,0.0,240.0,240.0,5.0,4982425.0,3637.0,0.0,21.0,1454.0,374.0,2.0,-12.0,789.0,2.0
23.0,768.0,256.0,2048.0,23.0,240.0,0.0,240.0,240.0,8.0,4982983.0,214.0,226.0,12.0,2850.0,381.0,2.0,128.0,780.0,3.0
9.0,768.0,256.0,2048.0,9.0,240.0,0.0,240.0,240.0,5.0,4982311.0,3102.0,3119.0,17.0,3397.0,372.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4982489.0,69.0,84.0,15.0,3400.0,383.0,2.0,128.0,783.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,5.0,4982392.0,389.0,404.0,15.0,3400.0,383.0,2.0,128.0,783.0,3.0
4.0,768.0,256.0,2048.0,4.0,240.0,0.0,240.0,240.0,5.0,4982433.0,17.0,34.0,17.0,3404.0,367.0,2.0,128.0,785.0,4.0
28.0,,256.0,2048.0,28.0,240.0,0.0,240.0,240.0,8.0,4982961.0,10.0,20.0,10.0,3397.0,384.0,1.0,128.0,778.0,3.0
27.0,257.0,256.0,2048.0,27.0,240.0,0.0,240.0,240.0,5.0,4982376.0,811.0,0.0,18.0,29.0,391.0,2.0,128.0,786.0,2.0
15.0,768.0,256.0,2048.0,15.0,240.0,0.0,240.0,240.0,5.0,4982247.0,6820.0,6837.0,17.0,1105.0,378.0,2.0,128.0,785.0,3.0
22.0,768.0,256.0,2048.0,22.0,240.0,0.0,240.0,240.0,8.0,4983025.0,1303.0,1318.0,15.0,29.0,383.0,2.0,128.0,783.0,3.0
20.0,1024.0,256.0,2048.0,20.0,240.0,0.0,240.0,240.0,8.0,4983015.0,2427.0,2448.0,21.0,30.0,387.0,2.0,-12.0,789.0,3.0
